S		11012	2020	PROGRAMACIONDEGASTOS
D	2.1.02.02.09	1	20	024	024	7016	50311000.00	1521517.00	0.00	0.00	10000000.00	-0.00	0.00	0.00	61832517.00	36854362.00	0.00
D	2.1.02.02.13	1	20	024	022	7016	5000000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	5000000.00	4040000.00	0.00
D	2.1.02.02.13	1	20	024	024	7016	5000000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	5000000.00	2250000.00	0.00
D	2.1.02.02.15	1	20	024	001	7016	0.00	10000000.00	0.00	0.00	0.00	-0.00	0.00	0.00	10000000.00	9999999.59	0.00
D	2.1.02.02.15	1	20	024	022	7016	49660000.00	0.00	11249150.00	0.00	0.00	-0.00	0.00	0.00	38410850.00	30292118.00	0.00
D	2.1.02.02.15	1	20	024	024	7016	33940000.00	0.00	9340000.00	0.00	0.00	-0.00	0.00	0.00	24600000.00	21042037.00	0.00
D	2.1.02.02.17	1	20	024	024	7016	204865000.00	10000000.00	0.00	0.00	0.00	-0.00	0.00	0.00	214865000.00	209360199.00	0.00
D	2.1.02.02.21	1	20	024	022	7016	58049000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	58049000.00	51808889.00	0.00
D	2.1.02.02.21	1	20	024	024	7016	38700000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	38700000.00	33347994.00	0.00
D	2.1.02.02.23	1	20	024	001	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.1.02.02.23	1	20	024	022	7016	6000000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	6000000.00	5807166.00	0.00
D	2.1.02.02.23	1	20	024	024	7016	4000000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	4000000.00	3201988.00	0.00
D	2.1.02.02.29	1	20	024	022	7016	7200000.00	0.00	6000000.00	0.00	0.00	-0.00	0.00	0.00	1200000.00	0.00	0.00
D	2.1.02.02.29	1	20	024	024	7016	4800000.00	0.00	4800000.00	0.00	0.00	-0.00	0.00	0.00	0.00	0.00	0.00
D	2.1.02.02.98	1	20	024	001	7016	0.00	6000000.00	0.00	0.00	0.00	-0.00	0.00	0.00	6000000.00	40000.00	0.00
D	2.1.02.02.98	1	20	024	022	7016	35397000.00	0.00	4947700.00	0.00	0.00	-0.00	0.00	0.00	30449300.00	26631403.00	0.00
D	2.1.02.02.98	1	20	024	024	7016	23598000.00	0.00	10573300.00	0.00	1000000.00	-0.00	0.00	0.00	14024700.00	12599650.00	0.00
D	2.1.02.03	1	20	024	001	7016	24771000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	24771000.00	24771000.00	0.00
D	2.1.02.03	1	20	024	022	7016	1431691000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	1431691000.00	1420834348.20	0.00
D	2.1.02.03	1	20	024	024	7016	612518000.00	0.00	40000000.00	0.00	0.00	-0.00	0.00	0.00	572518000.00	511744001.77	0.00
D	2.1.02.03	1	20	036	001	7016	155045000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	155045000.00	155045000.00	0.00
D	2.1.02.03	1	20	036	021	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.1.02.93	1	20	024	021	7016	0.00	142284422.00	0.00	0.00	0.00	0.00	0.00	0.00	142284422.00	142284422.00	0.00
D	2.1.03.98.06	1	20	024	022	7016	63800000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	63800000.00	63800000.00	0.00
D	2.1.03.98.06	1	20	024	024	7016	49200000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	49200000.00	49200000.00	0.00
D	2.1.03.98.07	1	20	036	001	7016	100000000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	100000000.00	100000000.00	0.00
D	2.1.03.98.98	1	20	024	022	7016	39000000.00	0.00	28939726.00	0.00	0.00	-0.00	0.00	0.00	10060274.00	0.00	0.00
D	2.1.03.98.98	1	20	024	024	7016	26000000.00	0.00	7560274.00	0.00	0.00	-0.00	0.00	0.00	18439726.00	18439726.00	0.00
D	2.1.05.07	1	20	024	022	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.1.05.07	1	20	024	024	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.1.05.07	1	20	036	001	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.01.01.98	1	20	024	022	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.01.01.98	1	20	024	024	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.01.01.98	1	20	036	001	7016	215432000.00	0.00	0.00	0.00	0.00	110304805.00	0.00	0.00	105127195.00	96533398.00	0.00
D	2.2.01.93	1	20	024	021	7016	0.00	29476800.00	0.00	0.00	0.00	-0.00	0.00	0.00	29476800.00	29476800.00	0.00
D	2.2.01.98.07	1	20	024	022	7016	10000000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	10000000.00	556186.00	0.00
D	2.2.01.98.07	1	20	024	024	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.01.98.07	1	20	036	001	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.01.98.98	1	20	024	022	7016	27600000.00	0.00	14401472.00	0.00	0.00	-0.00	0.00	0.00	13198528.00	13198528.00	0.00
D	2.2.01.98.98	1	20	024	024	7016	18400000.00	0.00	7798528.00	0.00	0.00	-0.00	0.00	0.00	10601472.00	10601472.00	0.00
D	2.2.01.98.98	1	20	036	001	7016	81150000.00	0.00	0.00	0.00	0.00	81150000.00	0.00	0.00	0.00	0.00	0.00
D	2.2.01.98.98	1	20	036	022	7016	0.00	0.00	0.00	0.00	471000000.00	-0.00	0.00	0.00	471000000.00	360126000.00	0.00
D	2.2.01.98.98	1	20	036	024	7016	0.00	10000000.00	0.00	0.00	191454805.00	-0.00	0.00	0.00	201454805.00	135136583.00	0.00
D	2.2.02.01.01	1	20	024	022	7016	1585900000.00	0.00	159141913.00	0.00	0.00	230000000.00	0.00	0.00	1196758087.00	1003506874.31	0.00
D	2.2.02.01.01	1	20	024	024	7016	468800000.00	0.00	63292471.00	0.00	0.00	-0.00	0.00	0.00	405507529.00	401061119.00	0.00
D	2.2.02.01.01	1	20	036	001	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.02.01.98	1	20	024	022	7016	824078000.00	0.00	8366000.00	0.00	90000000.00	60000000.00	0.00	0.00	845712000.00	350107133.00	0.00
D	2.2.02.01.98	1	20	024	024	7016	353060000.00	0.00	0.00	0.00	0.00	71000000.00	0.00	0.00	282060000.00	103827148.00	0.00
D	2.2.02.01.98	1	20	036	022	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.02.05.98	1	20	024	022	7016	1575996000.00	0.00	198455316.00	0.00	0.00	200000000.00	0.00	0.00	1177540684.00	592410041.50	0.00
D	2.2.02.05.98	1	20	024	024	7016	251820000.00	0.00	42545215.00	0.00	0.00	0.00	0.00	0.00	209274785.00	125901723.00	0.00
D	2.2.02.05.98	1	20	036	001	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.2.02.93	1	20	036	001	7016	0.00	599558291.00	0.00	0.00	0.00	0.00	0.00	0.00	599558291.00	599411032.00	0.00
D	2.3.01.01.01.13	1	16	035	021	7016	0.00	1343886.73	0.00	0.00	0.00	-0.00	0.00	0.00	1343886.73	0.00	0.00
D	2.3.01.01.01.13	1	20	024	022	7016	3833000000.00	0.00	806195600.00	0.00	0.00	-0.00	0.00	0.00	3026804400.00	359585880.81	0.00
D	2.3.01.01.01.13	1	20	024	024	7016	0.00	207455585.00	0.00	0.00	0.00	-0.00	0.00	0.00	207455585.00	0.00	0.00
D	2.3.01.01.01.13	1	20	035	021	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.3.01.01.01.15	1	16	035	021	7016	0.00	1428724589.95	0.00	0.00	0.00	-0.00	0.00	0.00	1428724589.95	1184176866.00	0.00
D	2.3.01.01.01.15	1	20	024	024	7016	790000000.00	0.00	101305200.00	0.00	0.00	0.00	0.00	0.00	688694800.00	399848271.50	0.00
D	2.3.01.01.01.93	1	16	035	021	7016	0.00	2597682338.30	0.00	0.00	0.00	-0.00	0.00	0.00	2597682338.30	2597682338.30	0.00
D	2.3.01.01.01.93	1	16	036	021	7016	0.00	81682157.00	0.00	0.00	0.00	-0.00	0.00	0.00	81682157.00	81682157.00	0.00
D	2.3.01.01.01.93	1	20	035	021	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.3.01.01.01.93	1	20	036	021	7016	0.00	771162238.00	0.00	0.00	0.00	-0.00	0.00	0.00	771162238.00	722178211.00	0.00
D	2.3.01.01.01.98	1	20	036	021	7016	0.00	410595065.50	0.00	0.00	0.00	-0.00	0.00	0.00	410595065.50	0.00	0.00
D	2.3.01.01.02.01	1	20	024	022	7016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
D	2.3.01.01.02.01	1	20	036	022	7016	0.00	50000000.00	0.00	0.00	0.00	-0.00	0.00	0.00	50000000.00	28728000.00	0.00
D	2.4.02.01.01	1	20	323	024	7016	480985000.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	480985000.00	449650656.96	0.00
